"","X","Lieu","ACCES_PMR","Latitude","Longitude","Icon","Couleur"
"1914",1914,"Fontaine à eau","Non renseigné",48.9554291557063,2.4017262385288,"tint","lightblue"
"1915",1915,"Distributeur automatique de billets","Non renseigné",43.3080891766557,5.43508053469944,"money","yellow"
"1916",1916,"Distributeur automatique de billets","Non renseigné",48.3198650346742,7.70354648818167,"money","yellow"
"1917",1917,"Fontaine à eau","Non renseigné",48.9415887573807,2.35777089654488,"tint","lightblue"
"1918",1918,"Distributeur automatique de billets","Non renseigné",48.8131071793751,2.27178975577911,"money","yellow"
"1919",1919,"Distributeur automatique de billets","Non renseigné",16.2399636764533,-61.5866174083589,"money","yellow"
"1920",1920,"Fontaine à eau","Non renseigné",48.908142905852,2.36333842307814,"tint","lightblue"
"1921",1921,"Distributeur automatique de billets","Non renseigné",48.9213842692945,2.27185806828996,"money","yellow"
"1922",1922,"Distributeur automatique de billets","Non renseigné",45.595735858265,4.0824744632215,"money","yellow"
"1923",1923,"Fontaine à eau","Non renseigné",48.9115977838052,2.35978608122008,"tint","lightblue"
"1924",1924,"Distributeur automatique de billets","Non renseigné",48.8659038654557,2.37815568795583,"money","yellow"
"1925",1925,"Distributeur automatique de billets","Non renseigné",45.7598965215657,3.11292773701956,"money","yellow"
"1926",1926,"Fontaine à eau","Non renseigné",48.914621295597,2.34305586320023,"tint","lightblue"
"1927",1927,"Distributeur automatique de billets","Non renseigné",48.9026721733738,2.30392287124218,"money","yellow"
"1928",1928,"Distributeur automatique de billets","Non renseigné",43.3462594416985,-0.262258140860467,"money","yellow"
"1929",1929,"Fontaine à eau","Non renseigné",48.9440374515911,2.35015539269078,"tint","lightblue"
"1930",1930,"Distributeur automatique de billets","Non renseigné",47.9107757729119,1.528115874088,"money","yellow"
"1931",1931,"Distributeur automatique de billets","Non renseigné",48.826703883608,2.30900758516432,"money","yellow"
"1932",1932,"Fontaine à eau","Non renseigné",48.93594095741,2.35383976696293,"tint","lightblue"
"1933",1933,"Distributeur automatique de billets","Non renseigné",48.8824553581954,2.23969192812837,"money","yellow"
"1934",1934,"Distributeur automatique de billets","Non renseigné",50.6367462858102,3.0630658905161,"money","yellow"
"1935",1935,"Fontaine à eau","Non renseigné",48.9366912656487,2.36818951537879,"tint","lightblue"
"1936",1936,"Distributeur automatique de billets","Non renseigné",48.3716026672888,6.29288199090595,"money","yellow"
"1937",1937,"Distributeur automatique de billets","Non renseigné",48.8724402411885,2.48477022738069,"money","yellow"
"1938",1938,"Fontaine à eau","Non renseigné",48.9184133008096,2.37210091973959,"tint","lightblue"
"1939",1939,"Distributeur automatique de billets","Non renseigné",46.4526892335085,-0.0184339419609501,"money","yellow"
"1940",1940,"Distributeur automatique de billets","Non renseigné",48.8957856855454,2.27719004835572,"money","yellow"
"1941",1941,"Fontaine à eau","Non renseigné",48.9674992682453,2.37840483003316,"tint","lightblue"
"1942",1942,"Distributeur automatique de billets","Non renseigné",45.5238228170737,4.87407908474387,"money","yellow"
"1943",1943,"Distributeur automatique de billets","Non renseigné",49.6461488288832,0.367699969218137,"money","yellow"
"1944",1944,"Fontaine à eau","Non renseigné",48.9149988915338,2.32916169835622,"tint","lightblue"
"1945",1945,"Distributeur automatique de billets","Non renseigné",50.3585674318306,3.52640316489357,"money","yellow"
"1946",1946,"Distributeur automatique de billets","Non renseigné",45.7685605596001,4.88122566302769,"money","yellow"
"1947",1947,"Fontaine à eau","Non renseigné",48.9482863016094,2.33776197291497,"tint","lightblue"
"1948",1948,"Distributeur automatique de billets","Non renseigné",48.7784047591322,2.29199986543495,"money","yellow"
"1949",1949,"Distributeur automatique de billets","Non renseigné",48.8813249747334,2.31513282854644,"money","yellow"
"1950",1950,"Fontaine à eau","Non renseigné",48.9439827859443,2.36970436310037,"tint","lightblue"
"1951",1951,"Distributeur automatique de billets","Non renseigné",41.9201138207184,8.79420718901318,"money","yellow"
"1952",1952,"Distributeur automatique de billets","Non renseigné",49.236933084202,2.88798964235062,"money","yellow"
"1953",1953,"Fontaine à eau","Non renseigné",48.9493810600315,2.35381198334743,"tint","lightblue"
"1954",1954,"Distributeur automatique de billets","Non renseigné",45.5696567400071,-0.676642250857498,"money","yellow"
"1955",1955,"Distributeur automatique de billets","Non renseigné",44.9036891357048,-0.22288574326447,"money","yellow"
"1956",1956,"Fontaine à eau","Non renseigné",48.911151981358,2.38268695941734,"tint","lightblue"
"1957",1957,"Distributeur automatique de billets","Non renseigné",47.2432232345385,0.695032985616336,"money","yellow"
"1958",1958,"Distributeur automatique de billets","Non renseigné",43.5990783447126,1.42896382687755,"money","yellow"
"1959",1959,"Fontaine à eau","Non renseigné",48.9021484612763,2.34045462159964,"tint","lightblue"
"1960",1960,"Distributeur automatique de billets","Non renseigné",47.4646934844074,-0.555853913166232,"money","yellow"
"1961",1961,"Distributeur automatique de billets","Non renseigné",43.3683260590883,-0.348366605628399,"money","yellow"
"1962",1962,"Fontaine à eau","Non renseigné",48.9349810388551,2.34027597687169,"tint","lightblue"
"1963",1963,"Distributeur automatique de billets","Non renseigné",48.895443787715,2.52670027891105,"money","yellow"
"1964",1964,"Distributeur automatique de billets","Non renseigné",48.9247940275054,2.2931019180642,"money","yellow"
"1965",1965,"Fontaine à eau","Non renseigné",48.9389425136818,2.34541004556797,"tint","lightblue"
"1966",1966,"Distributeur automatique de billets","Non renseigné",49.3777925595945,-1.78679406169061,"money","yellow"
"1967",1967,"Distributeur automatique de billets","Non renseigné",48.5450451987068,7.62838495659639,"money","yellow"
"1968",1968,"Fontaine à eau","Non renseigné",48.9569059236616,2.29796324921516,"tint","lightblue"
"1969",1969,"Distributeur automatique de billets","Non renseigné",48.1973036730047,3.2830296609277,"money","yellow"
"1970",1970,"Distributeur automatique de billets","Non renseigné",50.3638967296873,3.11252574094334,"money","yellow"
"1971",1971,"Fontaine à eau","Non renseigné",48.9116414312927,2.38400342064098,"tint","lightblue"
"1972",1972,"Distributeur automatique de billets","Non renseigné",48.4723982380736,1.0126970576087,"money","yellow"
"1973",1973,"Distributeur automatique de billets","Non renseigné",43.1118393190646,5.85867652392224,"money","yellow"
"1974",1974,"Fontaine à eau","Non renseigné",48.9205858209096,2.35332097284437,"tint","lightblue"
"1975",1975,"Distributeur automatique de billets","Non renseigné",48.8665561451607,2.80930854962278,"money","yellow"
"1976",1976,"Distributeur automatique de billets","Non renseigné",48.8411920870625,2.31827394676071,"money","yellow"
"1977",1977,"Fontaine à eau","Non renseigné",48.9253428477844,2.38151766760936,"tint","lightblue"
"1978",1978,"Distributeur automatique de billets","Non renseigné",47.4900618172763,3.90645416130155,"money","yellow"
"1979",1979,"Distributeur automatique de billets","Non renseigné",48.5840089785231,7.74195614037916,"money","yellow"
"1980",1980,"Fontaine à eau","Non renseigné",48.9448169704947,2.40240477222155,"tint","lightblue"
"1981",1981,"Distributeur automatique de billets","Non renseigné",45.4830728536911,4.5746210931776,"money","yellow"
"1982",1982,"Distributeur automatique de billets","Non renseigné",44.4901084311269,3.74028485872438,"money","yellow"
"1983",1983,"Fontaine à eau","Non renseigné",48.9166897848944,2.35318683658837,"tint","lightblue"
"1984",1984,"Distributeur automatique de billets","Non renseigné",44.3952816974111,-1.16685827705564,"money","yellow"
"1985",1985,"Distributeur automatique de billets","Non renseigné",45.7820020309862,4.83312292654327,"money","yellow"
"1986",1986,"Fontaine à eau","Non renseigné",48.9159979219104,2.32772459139404,"tint","lightblue"
"1987",1987,"Distributeur automatique de billets","Non renseigné",48.8831962346169,2.63057184052238,"money","yellow"
"1988",1988,"Distributeur automatique de billets","Non renseigné",48.6740961650895,2.53534378128259,"money","yellow"
"1989",1989,"Fontaine à eau","Non renseigné",48.9153187724813,2.32711963580852,"tint","lightblue"
"1990",1990,"Distributeur automatique de billets","Non renseigné",48.4307509919563,0.0816195789358005,"money","yellow"
"1991",1991,"Distributeur automatique de billets","Non renseigné",47.6163612563041,5.51380823080893,"money","yellow"
"1992",1992,"Fontaine à eau","Non renseigné",48.9416249123261,2.38310103463939,"tint","lightblue"
"1993",1993,"Distributeur automatique de billets","Non renseigné",48.8518759961236,2.35667245102695,"money","yellow"
"1994",1994,"Distributeur automatique de billets","Non renseigné",50.2800704895154,2.78156855725101,"money","yellow"
"1995",1995,"Fontaine à eau","Non renseigné",48.9263466638807,2.37879367109603,"tint","lightblue"
"1996",1996,"Distributeur automatique de billets","Non renseigné",49.9416703434431,4.64002768203051,"money","yellow"
"1997",1997,"Distributeur automatique de billets","Non renseigné",42.7740081365796,2.98859586594264,"money","yellow"
"1998",1998,"Fontaine à eau","Non renseigné",48.9267554512433,2.37082236090755,"tint","lightblue"
"1999",1999,"Distributeur automatique de billets","Non renseigné",43.4562033568829,5.47190843794903,"money","yellow"
"2000",2000,"Distributeur automatique de billets","Non renseigné",48.8972989543444,2.08975946164568,"money","yellow"
"2001",2001,"Fontaine à eau","Non renseigné",48.9267419444902,2.36801808822126,"tint","lightblue"
"2002",2002,"Distributeur automatique de billets","Non renseigné",47.7503795899645,-3.36750046844779,"money","yellow"
"2003",2003,"Distributeur automatique de billets","Non renseigné",47.1818362711714,0.049535665244349,"money","yellow"
"2004",2004,"Fontaine à eau","Non renseigné",48.9438639960584,2.34770232818886,"tint","lightblue"
"2005",2005,"Distributeur automatique de billets","Non renseigné",43.5798785896652,1.42379965251331,"money","yellow"
"2006",2006,"Distributeur automatique de billets","Non renseigné",43.6044929703436,1.44963946743567,"money","yellow"
"2007",2007,"Fontaine à eau","Non renseigné",48.9072843797427,2.35841874872391,"tint","lightblue"
"2008",2008,"Distributeur automatique de billets","Non renseigné",49.3577289656061,1.01010394822393,"money","yellow"
"2009",2009,"Distributeur automatique de billets","Non renseigné",45.4550679931791,6.29349638440857,"money","yellow"
"2010",2010,"Fontaine à eau","Non renseigné",48.9051756794252,2.33970312368323,"tint","lightblue"
"2011",2011,"Distributeur automatique de billets","Non renseigné",46.2077442903356,-1.51633368324826,"money","yellow"
"2012",2012,"Distributeur automatique de billets","Non renseigné",44.5507060706721,-0.870656738691281,"money","yellow"
"2013",2013,"Fontaine à eau","Non renseigné",48.9184690638546,2.36497327844187,"tint","lightblue"
"2014",2014,"Distributeur automatique de billets","Non renseigné",48.8502878769293,2.81904471689202,"money","yellow"
"2015",2015,"Distributeur automatique de billets","Non renseigné",48.9321162904797,2.28907868835995,"money","yellow"
"2016",2016,"Fontaine à eau","Non renseigné",48.9184634016168,2.3657011996346,"tint","lightblue"
"2017",2017,"Distributeur automatique de billets","Non renseigné",45.4856592575534,6.53134437016439,"money","yellow"
"2018",2018,"Distributeur automatique de billets","Non renseigné",48.8482122662464,2.29004026029202,"money","yellow"
"2019",2019,"Fontaine à eau","Non renseigné",48.936514663559,2.39462835901129,"tint","lightblue"
"2020",2020,"Distributeur automatique de billets","Non renseigné",43.459314719341,3.42689949684498,"money","yellow"
"2021",2021,"Distributeur automatique de billets","Non renseigné",50.6364437829247,3.0771807640032,"money","yellow"
"2022",2022,"Fontaine à eau","Non renseigné",48.9331329150282,2.36751901769522,"tint","lightblue"
"2023",2023,"Distributeur automatique de billets","Non renseigné",44.7860677324896,-0.602783853758609,"money","yellow"
"2024",2024,"Distributeur automatique de billets","Non renseigné",45.1773337991628,5.72627925033564,"money","yellow"
"2025",2025,"Fontaine à eau","Non renseigné",48.9519223961312,2.37580175714025,"tint","lightblue"
"2026",2026,"Distributeur automatique de billets","Non renseigné",49.053918754636,2.68106124011644,"money","yellow"
"2027",2027,"Distributeur automatique de billets","Non renseigné",43.6665855223198,1.51524118699444,"money","yellow"
"2028",2028,"Fontaine à eau","Non renseigné",48.9474022450148,2.34620777309854,"tint","lightblue"
"2029",2029,"Distributeur automatique de billets","Non renseigné",48.8323844670268,2.24436886246113,"money","yellow"
"2030",2030,"Distributeur automatique de billets","Non renseigné",44.9039306183352,-0.223468034077939,"money","yellow"
"2031",2031,"Fontaine à eau","Non renseigné",48.9447578877286,2.39787601196357,"tint","lightblue"
"2032",2032,"Distributeur automatique de billets","Non renseigné",48.8286254349105,2.28833605173878,"money","yellow"
"2033",2033,"Distributeur automatique de billets","Non renseigné",43.2938571241622,1.22679642946494,"money","yellow"
"2034",2034,"Fontaine à eau","Non renseigné",48.9445711655076,2.39715378249774,"tint","lightblue"
"2035",2035,"Distributeur automatique de billets","Non renseigné",44.813357951937,-0.564966550658397,"money","yellow"
"2036",2036,"Distributeur automatique de billets","Non renseigné",44.6553884975964,-0.364688601859172,"money","yellow"
"2037",2037,"Fontaine à eau","Non renseigné",48.9475512511474,2.39775874978186,"tint","lightblue"
"2038",2038,"Distributeur automatique de billets","Non renseigné",43.7023396199538,7.31156988757647,"money","yellow"
"2039",2039,"Distributeur automatique de billets","Non renseigné",50.2744898183825,2.75795614927799,"money","yellow"
"2040",2040,"Fontaine à eau","Non renseigné",48.9137435012716,2.32630039999083,"tint","lightblue"
"2041",2041,"Distributeur automatique de billets","Non renseigné",50.5634826685605,2.4804927745532,"money","yellow"
"2042",2042,"Distributeur automatique de billets","Non renseigné",45.8513714998405,5.05611826369463,"money","yellow"
"2043",2043,"Fontaine à eau","Non renseigné",48.9649962672863,2.36562671350092,"tint","lightblue"
"2044",2044,"Distributeur automatique de billets","Non renseigné",47.3272963217588,-2.42655204150259,"money","yellow"
"2045",2045,"Distributeur automatique de billets","Non renseigné",-12.7372123558843,45.2067792573733,"money","yellow"
"2046",2046,"Fontaine à eau","Non renseigné",48.9507702435584,2.37301105184027,"tint","lightblue"
"2047",2047,"Distributeur automatique de billets","Non renseigné",43.3070886288739,3.49137024620856,"money","yellow"
"2048",2048,"Distributeur automatique de billets","Non renseigné",48.6112407761055,2.4796552547881,"money","yellow"
"2049",2049,"Fontaine à eau","Non renseigné",48.9699807099927,2.37867003885401,"tint","lightblue"
"2050",2050,"Distributeur automatique de billets","Non renseigné",44.8381509509721,-0.617287060819734,"money","yellow"
"2051",2051,"Distributeur automatique de billets","Non renseigné",49.6732571610318,-1.73788825506315,"money","yellow"
"2052",2052,"Fontaine à eau","Non renseigné",48.9644028685342,2.37792548359286,"tint","lightblue"
"2053",2053,"Distributeur automatique de billets","Non renseigné",48.969020049953,2.19379312926441,"money","yellow"
"2054",2054,"Distributeur automatique de billets","Non renseigné",44.7955106169668,-0.530310147063972,"money","yellow"
"2055",2055,"Fontaine à eau","Non renseigné",48.9192002923701,2.41226102184564,"tint","lightblue"
"2056",2056,"Distributeur automatique de billets","Non renseigné",48.8859071935603,2.29148873697943,"money","yellow"
"2057",2057,"Distributeur automatique de billets","Non renseigné",48.4342025758641,2.16175439403105,"money","yellow"
"2058",2058,"Fontaine à eau","Non renseigné",48.9214979618114,2.40742359281038,"tint","lightblue"
"2059",2059,"Distributeur automatique de billets","Non renseigné",46.6606137411158,-1.40298638009926,"money","yellow"
"2060",2060,"Distributeur automatique de billets","Non renseigné",45.7830357711046,0.124099986228543,"money","yellow"
"2061",2061,"Fontaine à eau","Non renseigné",48.9276856148625,2.38405394463994,"tint","lightblue"
"2062",2062,"Distributeur automatique de billets","Non renseigné",45.7704574681073,4.87496505190933,"money","yellow"
"2063",2063,"Distributeur automatique de billets","Non renseigné",48.6972068323385,2.1636815612087,"money","yellow"
"2064",2064,"Fontaine à eau","Non renseigné",48.9621975175873,2.30010185295634,"tint","lightblue"
"2065",2065,"Distributeur automatique de billets","Non renseigné",48.5725912338392,7.7943802508637,"money","yellow"
"2066",2066,"Distributeur automatique de billets","Non renseigné",44.8556370259155,-0.519121731250863,"money","yellow"
"2067",2067,"Fontaine à eau","Non renseigné",48.9436039440014,2.38583225119197,"tint","lightblue"
"2068",2068,"Distributeur automatique de billets","Non renseigné",48.174510931343,6.44982508120296,"money","yellow"
"2069",2069,"Distributeur automatique de billets","Non renseigné",43.3941396386537,1.25994467722137,"money","yellow"
"2070",2070,"Fontaine à eau","Non renseigné",48.9444246300639,2.38118575401301,"tint","lightblue"
"2071",2071,"Distributeur automatique de billets","Non renseigné",48.8262768256413,2.23801529603659,"money","yellow"
"2072",2072,"Distributeur automatique de billets","Non renseigné",43.9672831973655,1.33929808240276,"money","yellow"
"2073",2073,"Fontaine à eau","Non renseigné",48.9113594342591,2.37457890370717,"tint","lightblue"
"2074",2074,"Distributeur automatique de billets","Non renseigné",47.3478959384551,-2.50746741434037,"money","yellow"
"2075",2075,"Distributeur automatique de billets","Non renseigné",49.7741029394165,4.7186454913894,"money","yellow"
"2076",2076,"Fontaine à eau","Non renseigné",48.9228849857158,2.36301298524195,"tint","lightblue"
"2077",2077,"Distributeur automatique de billets","Non renseigné",47.2473459574334,-2.16405497398927,"money","yellow"
"2078",2078,"Distributeur automatique de billets","Non renseigné",44.8366034840081,-0.580861321284402,"money","yellow"
"2079",2079,"Fontaine à eau","Non renseigné",48.9021387621864,2.33300246576101,"tint","lightblue"
"2080",2080,"Distributeur automatique de billets","Non renseigné",48.7246784361706,2.65842205492089,"money","yellow"
"2081",2081,"Distributeur automatique de billets","Non renseigné",44.6609268401183,-1.1700622595437,"money","yellow"
"2082",2082,"Fontaine à eau","Non renseigné",48.9537463948709,2.40385578945889,"tint","lightblue"
"2083",2083,"Distributeur automatique de billets","Non renseigné",48.969323642486,2.19432764322977,"money","yellow"
"2084",2084,"Distributeur automatique de billets","Non renseigné",48.9112975708345,2.23285682136651,"money","yellow"
"2085",2085,"Fontaine à eau","Non renseigné",48.9612609920608,2.34223122538851,"tint","lightblue"
"2086",2086,"Distributeur automatique de billets","Non renseigné",48.9523912760662,2.31822264951327,"money","yellow"
"2087",2087,"Distributeur automatique de billets","Non renseigné",45.73403189621,4.78004427323989,"money","yellow"
"2088",2088,"Fontaine à eau","Non renseigné",48.9541449846093,2.32061850098241,"tint","lightblue"
"2089",2089,"Distributeur automatique de billets","Non renseigné",47.2304894472373,5.99350237013434,"money","yellow"
"2090",2090,"Distributeur automatique de billets","Non renseigné",50.3233842256217,1.54887449548752,"money","yellow"
"2091",2091,"Fontaine à eau","Non renseigné",48.965991429224,2.35942517152881,"tint","lightblue"
"2092",2092,"Distributeur automatique de billets","Non renseigné",43.5270870165456,5.44468443553663,"money","yellow"
"2093",2093,"Distributeur automatique de billets","Non renseigné",45.7695070441064,4.87866918255975,"money","yellow"
"2094",2094,"Fontaine à eau","Non renseigné",48.960745471372,2.35866303994932,"tint","lightblue"
"2095",2095,"Distributeur automatique de billets","Non renseigné",43.5410900754443,-1.45975877049315,"money","yellow"
"2096",2096,"Distributeur automatique de billets","Non renseigné",45.7656242950994,4.90120082793757,"money","yellow"
"2097",2097,"Fontaine à eau","Non renseigné",48.9391038023115,2.3733855742569,"tint","lightblue"
"2098",2098,"Distributeur automatique de billets","Non renseigné",48.7643278556665,2.40898994370315,"money","yellow"
"2099",2099,"Distributeur automatique de billets","Non renseigné",46.7829203767479,-0.837978045150635,"money","yellow"
"2100",2100,"Fontaine à eau","Non renseigné",48.9177719007329,2.37067910011354,"tint","lightblue"
"2101",2101,"Distributeur automatique de billets","Non renseigné",49.2357628866999,4.00741468794072,"money","yellow"
"2102",2102,"Distributeur automatique de billets","Non renseigné",49.1794516686186,-0.394651223495458,"money","yellow"
"2103",2103,"Fontaine à eau","Non renseigné",48.9211043747749,2.36193718627084,"tint","lightblue"
"2104",2104,"Distributeur automatique de billets","Non renseigné",47.7936423640994,1.0677751300951,"money","yellow"
"2105",2105,"Distributeur automatique de billets","Non renseigné",48.9145491625325,2.22849311875535,"money","yellow"
"2106",2106,"Fontaine à eau","Non renseigné",48.9278784563803,2.35967448147584,"tint","lightblue"
"2107",2107,"Distributeur automatique de billets","Non renseigné",48.6895004267417,6.18185605584085,"money","yellow"
"2108",2108,"Distributeur automatique de billets","Non renseigné",45.1296943304667,-0.661628250616957,"money","yellow"
"2109",2109,"Pharmacie","Non renseigné",48.9309529012975,2.35403409998744,"medkit","red"
"2110",2110,"Distributeur automatique de billets","Non renseigné",43.8598813457755,0.102866278557116,"money","yellow"
"2111",2111,"Distributeur automatique de billets","Non renseigné",46.1048426825595,-1.10876724565449,"money","yellow"
"2112",2112,"Pharmacie","Non renseigné",48.9035419009509,2.32066900029048,"medkit","red"
"2113",2113,"Distributeur automatique de billets","Non renseigné",46.582151918975,0.33316376211522,"money","yellow"
"2114",2114,"Distributeur automatique de billets","Non renseigné",48.8069594724925,2.23607195178579,"money","yellow"
"2115",2115,"Pharmacie","Non renseigné",48.9120621008362,2.33452739962868,"medkit","red"
"2116",2116,"Distributeur automatique de billets","Non renseigné",43.6760840626341,3.81717339763952,"money","yellow"
"2117",2117,"Distributeur automatique de billets","Non renseigné",43.3720997595351,-1.773332809013,"money","yellow"
"2118",2118,"Pharmacie","Non renseigné",48.9107884009624,2.33324099984872,"medkit","red"
"2119",2119,"Distributeur automatique de billets","Non renseigné",47.1465256600343,-0.519683570220593,"money","yellow"
"2120",2120,"Distributeur automatique de billets","Non renseigné",48.1148571779141,-1.67740477703921,"money","yellow"
"2121",2121,"Pharmacie","Non renseigné",48.9105984009916,2.33774170020137,"medkit","red"
"2122",2122,"Distributeur automatique de billets","Non renseigné",46.3919525381896,6.70661993998735,"money","yellow"
"2123",2123,"Distributeur automatique de billets","Non renseigné",42.4562149832784,2.03614336071084,"money","yellow"
"2124",2124,"Pharmacie","Non renseigné",48.923447401246,2.3695354996167,"medkit","red"
"2125",2125,"Distributeur automatique de billets","Non renseigné",43.2772993449952,3.36326459086584,"money","yellow"
"2126",2126,"Distributeur automatique de billets","Non renseigné",44.868780939739,-0.608065542405313,"money","yellow"
"2127",2127,"Pharmacie","Non renseigné",48.9203581010882,2.41041229963604,"medkit","red"
"2128",2128,"Distributeur automatique de billets","Non renseigné",48.8123844916835,2.32577776175776,"money","yellow"
"2129",2129,"Distributeur automatique de billets","Non renseigné",49.5036385376606,1.29943567874724,"money","yellow"
"2130",2130,"Pharmacie","Non renseigné",48.9423632006199,2.38320689969066,"medkit","red"
"2131",2131,"Distributeur automatique de billets","Non renseigné",47.9663950648862,-1.79688277180736,"money","yellow"
"2132",2132,"Distributeur automatique de billets","Non renseigné",43.6530846232401,3.55283105414256,"money","yellow"
"2133",2133,"Pharmacie","Non renseigné",48.9118074010894,2.35850459949725,"medkit","red"
"2134",2134,"Distributeur automatique de billets","Non renseigné",49.2371126245679,2.88797413582975,"money","yellow"
"2135",2135,"Distributeur automatique de billets","Non renseigné",48.5499859953515,7.75269503472506,"money","yellow"
"2136",2136,"Pharmacie","Non renseigné",48.9175400007967,2.35156060066345,"medkit","red"
"2137",2137,"Distributeur automatique de billets","Non renseigné",43.2502762568019,2.65741832201584,"money","yellow"
"2138",2138,"Distributeur automatique de billets","Non renseigné",47.1153461536953,-2.10005025844211,"money","yellow"
"2139",2139,"Pharmacie","Non renseigné",48.9386804005782,2.372894800217,"medkit","red"
"2140",2140,"Distributeur automatique de billets","Non renseigné",16.2838235773703,-61.6701524612145,"money","yellow"
"2141",2141,"Distributeur automatique de billets","Non renseigné",43.9218210956568,5.12649532112945,"money","yellow"
"2142",2142,"Pharmacie","Non renseigné",48.9368244010107,2.35602929957001,"medkit","red"
"2143",2143,"Distributeur automatique de billets","Non renseigné",44.6462163485917,2.56581116112801,"money","yellow"
"2144",2144,"Distributeur automatique de billets","Non renseigné",47.3473721533258,5.04458392673757,"money","yellow"
"2145",2145,"Pharmacie","Non renseigné",48.9414342011792,2.35101559992532,"medkit","red"
"2146",2146,"Distributeur automatique de billets","Non renseigné",47.7028011415236,0.0759544182188847,"money","yellow"
"2147",2147,"Distributeur automatique de billets","Non renseigné",48.5815828366495,7.74868722772266,"money","yellow"
"2148",2148,"Pharmacie","Non renseigné",48.9366737010117,2.35271469946276,"medkit","red"
"2149",2149,"Distributeur automatique de billets","Non renseigné",49.298853639525,2.80010186717698,"money","yellow"
"2150",2150,"Distributeur automatique de billets","Non renseigné",48.7124936635273,7.10772242149176,"money","yellow"
"2151",2151,"Pharmacie","Non renseigné",48.9259116007434,2.36722859999888,"medkit","red"
"2152",2152,"Distributeur automatique de billets","Non renseigné",47.2692546597674,1.37662873220469,"money","yellow"
"2153",2153,"Distributeur automatique de billets","Non renseigné",43.2070151590476,6.56832943409847,"money","yellow"
"2154",2154,"Pharmacie","Non renseigné",48.9031092005892,2.34835210031289,"medkit","red"
"2155",2155,"Distributeur automatique de billets","Non renseigné",43.9988146598187,5.05435948895175,"money","yellow"
"2156",2156,"Distributeur automatique de billets","Non renseigné",48.8596069606966,2.35656968889404,"money","yellow"
"2157",2157,"Pharmacie","Non renseigné",48.9142222012351,2.39212720029049,"medkit","red"
"2158",2158,"Distributeur automatique de billets","Non renseigné",46.7522968420464,2.17607764163105,"money","yellow"
"2159",2159,"Distributeur automatique de billets","Non renseigné",49.7000962664505,4.9453536763705,"money","yellow"
"2160",2160,"Pharmacie","Non renseigné",48.9196367011582,2.39567539981164,"medkit","red"
"2161",2161,"Distributeur automatique de billets","Non renseigné",44.480320296058,4.241830284347,"money","yellow"
"2162",2162,"Distributeur automatique de billets","Non renseigné",43.2821546462275,3.51928827020376,"money","yellow"
"2163",2163,"Pharmacie","Non renseigné",48.9150022011435,2.38592010066565,"medkit","red"
"2164",2164,"Distributeur automatique de billets","Non renseigné",48.863239761351,2.27649937953424,"money","yellow"
"2165",2165,"Distributeur automatique de billets","Non renseigné",47.8801564291619,1.93511016297114,"money","yellow"
"2166",2166,"Pharmacie","Non renseigné",48.9107751013793,2.37938409965307,"medkit","red"
"2167",2167,"Distributeur automatique de billets","Non renseigné",4.93170399850953,-52.4082936232158,"money","yellow"
"2168",2168,"Distributeur automatique de billets","Non renseigné",45.0674583641273,4.83416865278318,"money","yellow"
"2169",2169,"Pharmacie","Non renseigné",48.9023483004857,2.38929080001605,"medkit","red"
"2170",2170,"Distributeur automatique de billets","Non renseigné",49.1268944535117,6.1921737595523,"money","yellow"
"2171",2171,"Distributeur automatique de billets","Non renseigné",43.1869017765543,2.75314326047575,"money","yellow"
"2172",2172,"Pharmacie","Non renseigné",48.9185370013157,2.39382859940414,"medkit","red"
"2173",2173,"Distributeur automatique de billets","Non renseigné",47.0855184807001,-1.28382656237559,"money","yellow"
"2174",2174,"Distributeur automatique de billets","Non renseigné",45.0936666475131,1.93771835978166,"money","yellow"
"2175",2175,"Pharmacie","Non renseigné",48.9256307011144,2.37836160048876,"medkit","red"
"2176",2176,"Distributeur automatique de billets","Non renseigné",46.3123850592012,3.40178949423196,"money","yellow"
"2177",2177,"Distributeur automatique de billets","Non renseigné",48.8181326332418,2.32130819570952,"money","yellow"
"2178",2178,"Pharmacie","Non renseigné",48.9027455013713,2.37509140039401,"medkit","red"
"2179",2179,"Distributeur automatique de billets","Non renseigné",48.761962650229,5.59196386202683,"money","yellow"
"2180",2180,"Distributeur automatique de billets","Non renseigné",48.6050916442993,7.7037274534712,"money","yellow"
"2181",2181,"Pharmacie","Non renseigné",48.9321766010875,2.39193279988824,"medkit","red"
"2182",2182,"Distributeur automatique de billets","Non renseigné",44.8822255962484,-0.611513773551877,"money","yellow"
"2183",2183,"Distributeur automatique de billets","Non renseigné",43.7324790997471,3.31982009707011,"money","yellow"
"2184",2184,"Pharmacie","Non renseigné",48.922787900549,2.40689500009153,"medkit","red"
"2185",2185,"Distributeur automatique de billets","Non renseigné",43.492522646248,0.592005733111677,"money","yellow"
"2186",2186,"Distributeur automatique de billets","Non renseigné",47.4359363480856,0.639417130222341,"money","yellow"
"2187",2187,"Pharmacie","Non renseigné",48.9541275011948,2.31098720057864,"medkit","red"
"2188",2188,"Distributeur automatique de billets","Non renseigné",50.2870115435334,2.7813448442553,"money","yellow"
"2189",2189,"Distributeur automatique de billets","Non renseigné",41.9181076960129,8.73523714742623,"money","yellow"
"2190",2190,"Pharmacie","Non renseigné",48.9529661010139,2.31349380007979,"medkit","red"
